고유번호,Title,Content
168,디스템퍼(강아지 홍역),"디스템퍼는 강아지 홍역으로 소화기, 중추신경계 등에 영향을 주어 사망까지 이를 수 있습니다. 반려간의 감염 빈도도 매우 높으므로 반드시 예방접종을 하여야 하며 반려견이 사용하는공간의 소독도 필요합니다. 격리 치료가 필수이며 효과적인 치료약이 없기 때문에 증상에 따라 약을 투여 방식으로 꾸준한 치료를 해야 합니다."
169,출혈성 위장염,"출혈을 동반하는 위장 염증으로 갑자기 심하게 피가 섞인 설사를 하거나 구토하는 경우도 있다. 소형견에게서 많이 보이고, 중증인 경우 치료가 늦으면 사망에 이르기도 한다. 치료방법으로는 탈수가 심하면 수액을 맞히고, 쇼크 증상이 있다면 그에 상응하는 치료를 한다. 구토나 설사가 없는 경우에는 식사와 물을 제한하고 세균의 2차 감염을 막기 위해서 항생물질 등을 투여한다"
170,췌장염,"췌장염은 비만과 고지방 사료나 사람이 먹는 음식, 호르몬 질환 또는 당뇨, 간염, 소화기 염증등 다양한 원인으로 발생하는 질병으로 수액요법으로 정맥에 주입하여 치료합니다."
171,대장염,장의 점막에 염증이 생겨서 설사나 구토를 한다. 급성과 만성적으로 일어나는 경우가 있다. 치료방법으로는 반나절에서 하루 정도 절식을 시켜 장을 쉬게 한다. 탈수증상이 심할 때에는 수액을 맞히거나 장 점막을 보호할 수 있도록 지사제를 투여한다. 원인이 되는 바이러스 감염증은 백신 접종으로 예방할 수 있다. 효과적으로 기생충을 예방하기 위해서는 정기적으로 분변검사를 해야한다.
172,회충증,"개에게 가장 많이 존재하는 내장 기생충으로 개회충과 개소회충 두 종류가 있습니다. 특히 자견에게 많으며 대체로 어미의 뱃속에서 태내 감염되는데, 이 경우 신생아에게 이미 기생하고 있습니다. 치료방법은 구충약을 투여하고 항생제 등으로 체력회복을 도모해야합니다. 배변 후에는 변을 즉시 처리하는 등 위생에 신경 쓰는 것이 예방이 됩니다. 두물지만 사람이 감염되는 경우도 있으므로 특히 아이가 있는 집에서는 주의가 필요합니다."
173,췌외분비부전,"췌장에서 소화효소가 충분히 분비되지 않기 때문에 식욕이 왕성한데도 소화불량을 일으키고, 영양을 흡수하지 못해 체중이 감소하는 질병이다. 치료방법으로는 소화효소를 투여해서 보급하고 비타민 보충제 등으로 영양의 밸런스를 맞춰준다. 항생물질이나 스테로이드제를 처방하는 경우도 있다. 식사는 저지방으로 소화하기 쉬운 것을 조금씩 급여하도록 한다. 개가 과식을 하지 않도록 신경 쓴다."
174,소화기 종양,"장기에는 다양한 종양이 생긴다. 소화기계로는 위암, 직장암, 간장암 등이 있다. 체표의 종양과 달리 병상이 진행된 후에 발견되는 경우가 많다. 치료방법으로는 수술로 제거하거나 방사선 요법이나 항암제, 면역요법 등도 시도해볼 수 있다. 조기발견이 중요해서 빨리 치료하면 나올 확률이 크다. 위암이나 간장암은 꽤 커진 후에야 발견되는 경우가 많은데, CT나 MRI 등 사람과 마찬가지로 영상진단이 보급됨에 따라 복강 내의 종양을 조기 발견할 확률이 늘고 있다."
175,조충증,"성충이 오이씨가 연결된 듯한 형태를 하고 있다고 해서오이조충이라고도 불리는 기생충으로, 길이가 50cm 이상이나 된다. 벼룩이 매개가 되어 감염된다. 항문이 자극을 받기 때문에 개는 엉덩이를 땅에 문지르는 행동을 하게 된다. 치료방법으로는 약이나 주사로 구충하고 영양불량이 됐을 때에는 영양제 등을 투여한다. 중간 숙주가 되는 벼룩을 구제하는 것이 가장 효과적인 예방법이므로 벼룩 구제약이나 샴푸를 이용해 벼룩을 퇴치한다. 개와 개집도 모두 청결하도록 신경 써야 한다."
176,장폐색,"장폐색은 위에서 내려온 내용물이 장에서 막히는 질환으로, 증상이 심하면 내용물이 전혀 움직이지 않기 때문에 사망에 이르기도 합니다. 탈수증상이나 쇼크증상을 치료로 가라앉히고, 상태가 안정된 후에는 한시라도 빨리 개복수술을 해야 합니다. 치료 후에는 일정 기간 절식시킨 후 수분보급, 유동식 순으로 급여합니다."
177,자궁 축농증,자궁 축농증은 세균 감염으로 자궁에 농이 차는 질환으로자궁과 난소를 제거하는 수술로 치료합니다.
178,파보바이러스 장염,"파보바이러는 세포를 주로 공격하는 바이러스로, 소장, 림프 형성 조직 및 골수에서 복제되어 위장 및 심장 질환을 일으킵니다. 반려견간의 감영이나 산책 중 대변에 의해 전염되기도 합니다. 적절한 치료법은 예방접종이며 약물과 영양제 투여 및 구충제 투여로 집중적인 치료를 해야 합니다."
179,렙토스피라 감염증,개뿐만 아니라 대부분의 동물이 감염되는 질병으로 동물에게서 사람에게 감염되기도 합니다. 대부분은 증상이 나타나지 않지만 급성 증상이 나타난 경우에는 사망률이 높은 질병입니다. 항생물질을 투여하는 외에 신장이나 간장장애를 치료합니다. 습도가 높은 환경에서 쉽게 발생하므로 청결이나 위생에 신경 써야합니다. 사람에게 감염될 우려가 있으므로 간호 후에 소독을 충분히 해야합니다. 하지만 이 질병은 백신으로 예방할 수 있습니다.
180,급성 위염,위의 점막이 급성 염증을 일으키는 질병이다. 증상이 가벼운 경우에는 하루 동안 식사를 제한하면 곧 회복된다. 이물질을 삼킨 경우에는 토해내게 해야 하는데 토해내지 않는다면 수술이 필요하다. 탈수증상이 있을 때에는 수액치료 등을 병행한다. 구토나 설사가 가라앉은 후에는 미지근한 물부터 주고 식사는 소화가 잘 되는 유동식을 준비한다.
181,만성 위염,"위 점막이 만성적으로 염증을 일으키는 상태이다. 원인은 다양하지만 위가 반복적인 자극을 받아서 일어난다. 급성 위염이 잘 낫지 않아 만성화되는 경우도 있다. 치료방법으로는 원인이 확실하다면 그것부터 치료를 하고, 원인이 확실하지 않을 때에는 증상을 완화시키기 위해서 점막을 보호하는 약이나 구토를 멈추게 하는 약, 항생물질등을 투여하고 식사요법을 병행하는 것이 일반적이다. 가정에서는 소화가 잘되는 식사를 조금씩 여러 차례에 나눠서 급여한다."
182,췌장염,"췌장염은 비만과 고지방 사료나 사람이 먹는 음식, 호르몬 질환 또는 당뇨, 간염, 소화기 염증등 다양한 원인으로 발생하는 질병으로 수액요법으로 정맥에 주입하여 치료합니다."
183,출혈성 위장염,"출혈을 동반하는 위장 염증으로 갑자기 심하게 피가 섞인 설사를 하거나 구토하는 경우도 있다. 소형견에게서 많이 보이고, 중증인 경우 치료가 늦으면 사망에 이르기도 한다. 치료방법으로는 탈수가 심하면 수액을 맞히고, 쇼크 증상이 있다면 그에 상응하는 치료를 한다. 구토나 설사가 없는 경우에는 식사와 물을 제한하고 세균의 2차 감염을 막기 위해서 항생물질 등을 투여한다"
184,장폐색,"장폐색은 위에서 내려온 내용물이 장에서 막히는 질환으로, 증상이 심하면 내용물이 전혀 움직이지 않기 때문에 사망에 이르기도 합니다. 탈수증상이나 쇼크증상을 치료로 가라앉히고, 상태가 안정된 후에는 한시라도 빨리 개복수술을 해야 합니다. 치료 후에는 일정 기간 절식시킨 후 수분보급, 유동식 순으로 급여합니다."
185,급성 간염,바이러스 감염이나 중독 등에 의해 간장이 장해를 받아 발생하는 질환입니다. 치료방법은 수액을 맞히거나 해독제를 투여해서 응급처지를 한 후 충분한 휴식과 영양을 공급해 간 기능 회복을 촉진시킵니다. 평소 고지방 식단을 피하고 양질의 단백질로 구성된 처방식을 주는 것이 좋습니다.
186,급성 신부전,"급성 신부전은 선천적인 경우 또는 독성물질 섭취, 감염, 심장질환, 부정맥, 탈수 등으로 발생하는 질병으로 혈액 투석으로 치료합니다."
187,요독증,"신장의 기능이 저하되어 요소, 질소 등의 노폐물이 소변으로 배출되지 못하면 채내에 쌓여서 요독증을 일으킵니다. 다른 장기에도 심각한 영향을 미치고, 말기에는 경련이나 혼수상태 등의 신경증상을 일으킵니다. 치료방법으로는 수액을 맞히는 동시에 약물요법, 식사요법을 병행합니다."
188,거대 식도증,음식물을 위로 보내는 기관인 식도에 이상증상이 번지면서 음식물이 정체해 위로 넘어가지 못하고 토해내는 질병이다. 선천적인 경우와 후천적인 경우가 있다. 치료방법으로는 원인인 질병이 있는 경우에는 그것부터 치료한다. 완치가 어렵기 때문에 식사를 주는 방법에 대해 연구해서 토하는 것을 방지하도록 한다. 개를 세운 상태에서 개보다 높은 위치에서 유동식을 급여하고 가능한 식후에도 서 있는 상태를 유지시켜 음식물이 중력으로 식도를 이동하게 한다.
189,식도 내 이물,잘못해서 이물질을 삼켜 식도가 막힌 상태이다. 때로는 완전히 막혀서 음식물을 위로 보낼 수 없게 되는 경우도 있다. 치료방법으로는 이물질을 제거한다. 내시경을 삽입해 끄집어낸다. 식도절개는 가슴을 개복해야하는 힘든 수술이므로 이물질을 위 속으로 밀어 넣을 수 있다면 위를 절개해서 꺼내는 방법을 선택한다. 특히 새끼 때에는 급여하는 내용물에 신경 써야 한다.
190,급성 간염,바이러스 감염이나 중독 등에 의해 간장이 장해를 받아 발생하는 질환입니다. 치료방법은 수액을 맞히거나 해독제를 투여해서 응급처지를 한 후 충분한 휴식과 영양을 공급해 간 기능 회복을 촉진시킵니다. 평소 고지방 식단을 피하고 양질의 단백질로 구성된 처방식을 주는 것이 좋습니다.
191,급성 간염,바이러스 감염이나 중독 등에 의해 간장이 장해를 받아 발생하는 질환입니다. 치료방법은 수액을 맞히거나 해독제를 투여해서 응급처지를 한 후 충분한 휴식과 영양을 공급해 간 기능 회복을 촉진시킵니다. 평소 고지방 식단을 피하고 양질의 단백질로 구성된 처방식을 주는 것이 좋습니다.
192,빈혈(반려견),"적혈구의 수치가 줄어드는 빈혈은 용혈성 빈혈, 면역매개성 빈혈, 철결핍성 빈혈이 있으며  혈액검사를 통해 확인 가능합니다. 약물치료, 처방식, 수혈 등과 같은 치료를 필요로 합니다."
193,혈소판 감소증,"출혈이 생겼을 때 혈액을 응고시키는 작용을 하는 혈소판이 감소하여 생기는 질병입니다. 완치는 불가능하지만 치료에 따라 증상을 완화시킬 수 있습니다. 빈혈이 심할 때에는 수혈을 하는 것이 좋지만, 혈액형이 적합하고 혈액을 제공하는 개가 가까이 있어야만 가능합니다. 치료는 장기간에 걸쳐 진행되는 경우가 종종 있습니다."
194,농피증,"감염에 의한 피부병 중에서 가장 많이 발생하는 질환이다. 평소라면 몸에 달라붙어도 문제가 없는 세균이, 개의 저항력이나 면역력이 떨어져 있는 경우 증식해서 피부를 화농화한다. 치료방법으로는 증상을 보면서 항생물질이나 항균제를 투여하고 세균의 증식을 억제한다. 만성화된 경우에는 약의 투여가 장기화되기도 한다."
195,급성 신부전,"급성 신부전은 선천적인 경우 또는 독성물질 섭취, 감염, 심장질환, 부정맥, 탈수 등으로 발생하는 질병으로 혈액 투석으로 치료합니다."
196,구내염,"구내염은 세균감염. 영양결핍, 상처 등에 의해 발병하는 질병으로, 통증이 심해질 경우 반려견이 제대로 음식물을 씹지 못할 정도로고통스러워 하는 질병이다. 치과적 진단 후 항생제 투여 또는 염증치료를 반드시 수반해야 합니다."
197,치주 질환,초기에는 잇몸이 염증을 일으키는 잇몸염증이 되지만 점차 치주염으로 진행되고 이빨이 흔들리게 되어 빠지거나 고름이 고이며 원래 상태로는 돌아갈 수 없다. 치료방법은 입안을 청결하게 하고 치구를 제거한 후 필요에 따라 항생물질을 투여한다. 심할 경우에는 마취하에 치구나 치석을 제거하고 환부를 소독하여 항생물질이나 소독제를 투여한다
198,충치,개의 입속은 사람보다 충치의 원인균이 서식하기 어려운 환경이기 때문에 개는 충치가 적은 것으로 인식되다가 현재는 입속 질병의 10% 가까이가 충치인 것으로 알려졌다. 치료방법으로 이빨의 애나멜질과 상아질을 제거하고 충진해서 수복한다. 진행되면 발치한다. 평소 치구나 치석이 붙지 않도록 칫솔질을 해서 이빨을 닦아주거나 양치용품을 급여하여 입속의 위생을 보호하자
199,치근첨주위농양,"이빨 뿌리 쪽에 심한 염증을 일으키고 고름이 고인 상태이다. 밖에서는 보이지 않기 때문에 증상이 진행되기 전까지는 반려인이 좀처럼 알아차리기 어려운 질병이다. 치료방법으로는 이빨의 괴사한 부분을 도려내고 약을 채우거나 발치한다. 예방으로는 치주질환이 되지 않도록 이빨 손질을 해야 하고, 딱딱한 것을 장난삼아 씹는 버릇이 있을 때에는 갖고 노는 장난감에 신경 써서 교정시키도록 한다."
200,구강종양,"구강종양은 특별한 원인이 없이 단지 노화가 되면서 발생하는 질병으로, 정기적인 검진이 꼭 합니다.강아지에게 자주 발생하는 종양 중에는 잇몸에 생기는 종양, 치은종이 대표적이며 스케일링과 발치 수술로 치료합니다."
201,애나멜질 형성부전,이빨 표면의 애나멜질이 충분히 발달되지 않아서 이빨이 보호받지 못하고 부러지기 쉽거나 음식물이 이빨을 자극하는 등의 개에게는 비교적 흔히 보이는 질병이다. 치료방법으로는 이빨 표면을 매끄럽게 하고 수복재로 수복한다. 표면 특수 코팅으로 보호하기도 한다.
202,열사병,열사병은 반려견이 땀으로 체온을 조절하기 어려운 신체구조를 갖고 있기 때문에 생깁니다. 뜨겁고 환기가잘 안되는 공간에서 걸릴 확률이 높으며 몸의 온도를 내리기 위해 물을 뿌려주거나 적신 타월을 감싸주고 물을 최대한 많이 공급해 주어야 증상을 완화시킬 수 있습니다.
203,자궁 축농증,자궁 축농증은 세균 감염으로 자궁에 농이 차는 질환으로자궁과 난소를 제거하는 수술로 치료합니다.
204,종양,"반려견에게 발병하는 주요 종양은, 가장 흔희 생기는 유선종양, 말랑말랑한 혹 덩어리가 생기는 지방종, 피부종양인 비만세포종, 혈관 내비 세포의 악성 종양인 혈관 육종, 림프절이 확장하는 림프종 등 그 종류가 매우 다양합니다. 종양의 종류와 시기에 따라 수술과 꾸준한 항암치료로 상태가 호전될 수 있습니다."
205,내이염,귀의 가장 안쪽 깊은 곳에 있는 내이에서 일어나는 내이염은 외이염이나 중이염이 확대되어 일어납니다. 치료방법으로는 원인이 되는 외이염이나 내이염을 치료해야합니다. 장애가 심하면 증상의 개선이 어려워집니다.
206,관절염,"관절염은 노화, 부상, 감염 등의 질병으로 인해 염증이 발생하며,
약물치료와 수술이 요구되는 질병입니다."
207,자기면역에 의한 피부병,"사람이나 동물은 채내에 바이러스나 세균을 비롯한 유해한 물질이 침입했을 때 그것을 공격해서 배제하려는 면역이라는 기능을 갖고 있다. 이 면역기능에 이상이 발생하여 자신의 몸을 공격하는 경우가 있는데 피부에도 다양한 증상을 일으킨다. 치료방법으로는 몇 가지 약을 조합해서 투여한다. 일반적으로 피부병 치료에는 끈기가 필요한데, 자기면역성인 질병은 특히 장기요양을 해야 한다. 자기면역력의 밸런스를 조절하도록 피부를 청결하게 유지하고 최대한 자극을 받지 않기 위해서는 직사광선을 피하거나 기생충을 구제하는등의 주의가 필요하다"
208,중이염,일반적인 증상은 외이염과 거의 비슷하다. 원인은 외이염과 거의 동일한데 외이의 염증이 번져서 일어난다. 중이의 고실까지 염증이 일어나 고름이 쌓이긷 한다. 치료방법으로는 병발해 있는 외이염의 치료를 겸해서 하고 항생물질이나 소독제를 투여한다. 수술을 하기도 한다
209,폐렴,"폐 조직에 염증이 일어나는 것이 폐렴이다. 기관지염이나 인두염이 병발해 있는 경우도 많고, 심한 발열이나 호흡곤란으로 쓰러지거나, 간혹 사망에 이르기도 하는 중대한 질병이다. 치료방법으로는 항생물질 외에 진핵제, 거담제, 소염제 등을 투여한다. 중증인 경우에는 산소흡입이 필요하다. 가정에서는 안정을 유지시키고, 공기의 환기나 온도에 신경쓴다."
210,폐수종,"폐수종은 폐 속에 액체가 차서 공기가 제대로 순환하지 못해 호흡 곤란을 유발하는 질병으로, 폐렴이나 심장질환 등이 원인이며, 세균 감염이나 극도의 스트레스, 급격한 운동 등으로 발병합니다. 뚜렷한 예방법이 없기 때문에 주기적인 검사를 통해 예방하셔야 합니다."
211,기관지염,"기관지염은 바이러스나 세균, 진균 등에 감염되어 발생하는 질병으로
항생제와 흡입요법으로 치료합니다."
212,디스템퍼(강아지 홍역),"디스템퍼는 강아지 홍역으로 소화기, 중추신경계 등에 영향을 주어 사망까지 이를 수 있습니다. 반려간의 감염 빈도도 매우 높으므로 반드시 예방접종을 하여야 하며 반려견이 사용하는공간의 소독도 필요합니다. 격리 치료가 필수이며 효과적인 치료약이 없기 때문에 증상에 따라 약을 투여 방식으로 꾸준한 치료를 해야 합니다."
213,켄넬코프,"개의 전염성 기관지염으로 '개가 걸리는 감기' 입니다. 치료방법은 바이러스에 효과적인 약이 없기 때문에 기침을 가라앉히기 위한 치료를 중심으로 항생물질 등을 투여합니다. 가정에서는 보온이나 환기에 주의를 기울이고, 폐렴으로 전이되지 않도록 주의하고 컨디션이 좋지 않을 때에는 개가 모여 있는 곳에 데려가지 않도록 합니다."
214,심장사상충 감염,"심장사상충은 모기가 전파하는 기생충성 전염병, 기침 증상으로 성충이 된 심사사상충이 반려견의 심장과 혈관에 번식하여 사망까지 이르게 합니다. 사망률도 매우 높고 뚜렷한 치료방법이 없어 한달에 한 번 꼴로 주기적인 예방을 하는 것이 최선의 방법입니다. 초기 약물치료가 가능하나, 증상이 심할 경우 외과적 수술도 고려하셔야 합니다."
215,기관허탈,"4단계로 나뉘는 기관 허탈은 기관의 원형 구조가 편평해지는 것으로  기관에서 가슴으로 들어가는 입구 부분과 기관지 부분이 편평해지는 경향이 높습니다.  편평해져 공기의 흐름이 줄어들면 산소가 충분히 공급되지 못해 쇼크사를 일으킬 수 있는 무서운 질병입니다. 비만인 경우 노령인 경우 발병할 확률이 높기 때문에 주의하셔야 합니다. 약물치료, 기관 보철물을 넣는 수술을 통해 치료 가능합니다."
216,심근증,"심장 근육이 정상적으로 작용하지 않게 되어 발생하는 질병이다. 심근이 얇아지고 탄력이 없어지는 확장형, 심근이 비대한 비대형이 있으며 개에게는 확장형이 대부분을 차지한다. 치료방법으로 혈관확장제나 이뇨제 등으로 질병을 완하시키는 치료를 한다. 내복약은 장기적으로 복용해야 하는데 부작용을 걱정할 필요는 없다. 식이요법을 통해 질병의 잔행을 억제시킨다."
217,승모판 폐쇄부전,"승모판은 좌심방과 우심실 사이에 있는 2장의 판을 말하는데 이 판이 잘 닫히지 않게 되면서 일어난다. 심해지면 생명에도 지장을 주는 질병이다. 치료방법으로는 나이를 먹으면서 발생하는 징병이기 때문에 완치는 불가능하다. 혈관확장제, 이뇨제, 강심제 등을 사용해 몸의 부담을 덜어준다. 조기발견, 조기치료, 조기치료가 장수의 비결이다. 기침이 나오거나 5살을 넘기면 검사를 받는게 좋다. 원칙적으로 식사는 염분을 제한해야 하며, 심장병용 치료식으로 바꿔주는 것이 좋다."
218,간질,갑자기 의식을 잃거나 온몸이 경련하는 발작이 수십 초 동안 계속된다. 안정되면 보통 상태로 돌아오지만 한 달 사이에 몇 번씩 발생하는 겨우가 있다. 치료방법으로는 항간질제를 응용하면 발작을 억제할 수 있다. 증상이나 일반검사로 원인을 조사할 수 있는데 CT나 MRI 검사 등을 하면 변병부를 특정할 수도 있다. 발작이 언제 어떤 상황에서 일어났는지 기록해두고 원인을 알아본다. 발작 중에 소란을 피우면 혼란에 빠진 개가 물 수도 있으니 버둥거리는 개가 다치지 않도록 반려인은 침착하게 대처해야 한다.
219,종양,"반려견에게 발병하는 주요 종양은, 가장 흔희 생기는 유선종양, 말랑말랑한 혹 덩어리가 생기는 지방종, 피부종양인 비만세포종, 혈관 내비 세포의 악성 종양인 혈관 육종, 림프절이 확장하는 림프종 등 그 종류가 매우 다양합니다. 종양의 종류와 시기에 따라 수술과 꾸준한 항암치료로 상태가 호전될 수 있습니다."
220,신부전,"신부전증은 신장의 일부 기능에 문제가 생겨 나타나는 증상으로 급성과 만성으로 나울 수 있습니다. 급성 신부전증은 비교적 치료가 쉬우나 만성 신부전증은 신장의 대부분이 망가진 상태라 회복이 어려운 경우도 종종 있습니다. 원인은 당뇨병이나 요로가 막혀 생기는 경우가 있으며, 사람이 먹은 음삭을 먹어 생기는 경우도 있으니, 꾸준한 검사와 보호자의 관심이 필요합니다."
221,광견병,광견병은 광견병 바이러스에 의해 15-60일 간의 잠복기를 두고 발병하는 질병으로 사후 치료법은 없고 사망률이 거의 100%에 이르는 매우 위험한 질병입니다. 경련과 발작이 반복되어 반려견이 매우 고통스러워 합니다. 정기적인 예방접종 만이 최선의 치료입니다.
222,디스템퍼(강아지 홍역),"디스템퍼는 강아지 홍역으로 소화기, 중추신경계 등에 영향을 주어 사망까지 이를 수 있습니다. 반려간의 감염 빈도도 매우 높으므로 반드시 예방접종을 하여야 하며 반려견이 사용하는공간의 소독도 필요합니다. 격리 치료가 필수이며 효과적인 치료약이 없기 때문에 증상에 따라 약을 투여 방식으로 꾸준한 치료를 해야 합니다."
223,동맥관 개존증,"심장에 이상을 갖고 태어나는 선천성 심장병 종류 중에서도 흔히 보이는 질병이다. 출생 후에 원래는 닫혀야 할 동맥관이 정상적으로 닫히지 않고 열려 있는 상태가 지속되는 질병이다. 치료방법으로는 증상을 완화시키는 치료를 한 후에, 상태가 안정되면 전문의에게 수술을 받을 수 있다."
224,심실 중격 결손증,"심장 좌우의 심실, 또는 심방 사이의 벽에 선천적으로 구멍이 뚫려 그 사이로 혈액이 역류하면서 발생하는 질병이다. 구멍이 작으면 증상이 나타나지 않는 경우도 있지만, 중증이라면 다양한 장애가 나타난다. 치료방법으로는 무증상인 경우에는 특별히 치료할 필요가 없지만, 중증인 경우에는 증상에 따른 치료를 하면 되는데 간혹 꼭 수술을 해야 하는 경우도 있다."
225,폐동맥 협착증,폐동맥의 입구가 좁아져 발생하는 질병이다. 이것도 선천성 이상 중에서는 발생 빈도가 높은 질병이다. 폐로 보내는 혈액이 부족하기 때문에 다양한 증상이 나타난다. 치료방법으로는 경도인 경우에는 증상을 완화시키는 치료를 하면서 상태를 살펴볼 수 있지만 심해지면 전문가에게 수술을 받아야 한다.
226,심장사상충 감염,"심장사상충은 모기가 전파하는 기생충성 전염병, 기침 증상으로 성충이 된 심사사상충이 반려견의 심장과 혈관에 번식하여 사망까지 이르게 합니다. 사망률도 매우 높고 뚜렷한 치료방법이 없어 한달에 한 번 꼴로 주기적인 예방을 하는 것이 최선의 방법입니다. 초기 약물치료가 가능하나, 증상이 심할 경우 외과적 수술도 고려하셔야 합니다."
227,승모판 폐쇄부전,"승모판은 좌심방과 우심실 사이에 있는 2장의 판을 말하는데 이 판이 잘 닫히지 않게 되면서 일어난다. 심해지면 생명에도 지장을 주는 질병이다. 치료방법으로는 나이를 먹으면서 발생하는 징병이기 때문에 완치는 불가능하다. 혈관확장제, 이뇨제, 강심제 등을 사용해 몸의 부담을 덜어준다. 조기발견, 조기치료, 조기치료가 장수의 비결이다. 기침이 나오거나 5살을 넘기면 검사를 받는게 좋다. 원칙적으로 식사는 염분을 제한해야 하며, 심장병용 치료식으로 바꿔주는 것이 좋다."
228,심근증,"심장 근육이 정상적으로 작용하지 않게 되어 발생하는 질병이다. 심근이 얇아지고 탄력이 없어지는 확장형, 심근이 비대한 비대형이 있으며 개에게는 확장형이 대부분을 차지한다. 치료방법으로 혈관확장제나 이뇨제 등으로 질병을 완하시키는 치료를 한다. 내복약은 장기적으로 복용해야 하는데 부작용을 걱정할 필요는 없다. 식이요법을 통해 질병의 잔행을 억제시킨다."
229,부정맥,"일정한 리듬을 타는 심장의 박동이 어떤 이상에 의해 흐트러지면서 발생하는 질병이다. 일반적으로 증상을 보이지 않기 때문에 반려인도 깨닫지 못하는 경우가 많지만, 치료가 필요할 정도로 심각한 경우도 있다. 치료방법으로는 원인이 되는 질병을 치료한다. 증상이 가벼운 경우에는 항부정맥제 등을 쓰면 되지만, 긴급히 치료해야 하는 경우도 있다."
230,위확장-염전,"위확장(염전)은 가스가 많이 차서 위가 부풀어 올라 생기는 질병입니다. 혈관이 막히기 때문에 사망에 이를 수 있어, 반드시 신속하게 응급병원을 방문하셔야 합니다.."
231,자궁 축농증,자궁 축농증은 세균 감염으로 자궁에 농이 차는 질환으로자궁과 난소를 제거하는 수술로 치료합니다.
232,요로결석,"요로결석은 음수량, 음식, 세균감염, 견종에 따라 발생하는 질병으로,수술로 치료합니다."
233,폐동맥 협착증,폐동맥의 입구가 좁아져 발생하는 질병이다. 이것도 선천성 이상 중에서는 발생 빈도가 높은 질병이다. 폐로 보내는 혈액이 부족하기 때문에 다양한 증상이 나타난다. 치료방법으로는 경도인 경우에는 증상을 완화시키는 치료를 하면서 상태를 살펴볼 수 있지만 심해지면 전문가에게 수술을 받아야 한다.
234,심실 중격 결손증,"심장 좌우의 심실, 또는 심방 사이의 벽에 선천적으로 구멍이 뚫려 그 사이로 혈액이 역류하면서 발생하는 질병이다. 구멍이 작으면 증상이 나타나지 않는 경우도 있지만, 중증이라면 다양한 장애가 나타난다. 치료방법으로는 무증상인 경우에는 특별히 치료할 필요가 없지만, 중증인 경우에는 증상에 따른 치료를 하면 되는데 간혹 꼭 수술을 해야 하는 경우도 있다."
235,심근증,"심장 근육이 정상적으로 작용하지 않게 되어 발생하는 질병이다. 심근이 얇아지고 탄력이 없어지는 확장형, 심근이 비대한 비대형이 있으며 개에게는 확장형이 대부분을 차지한다. 치료방법으로 혈관확장제나 이뇨제 등으로 질병을 완하시키는 치료를 한다. 내복약은 장기적으로 복용해야 하는데 부작용을 걱정할 필요는 없다. 식이요법을 통해 질병의 잔행을 억제시킨다."
236,심장사상충 감염,"심장사상충은 모기가 전파하는 기생충성 전염병, 기침 증상으로 성충이 된 심사사상충이 반려견의 심장과 혈관에 번식하여 사망까지 이르게 합니다. 사망률도 매우 높고 뚜렷한 치료방법이 없어 한달에 한 번 꼴로 주기적인 예방을 하는 것이 최선의 방법입니다. 초기 약물치료가 가능하나, 증상이 심할 경우 외과적 수술도 고려하셔야 합니다."
237,쿠싱증후군,"쿠싱증후근은 공팥 위에 있는 부신이라는 기관이 호르몬을 분비하는데, 이 호르몬이 과다 분비되어 발생하는 질병입니다. 종양이나 종종 멍이드는 것도 관찰될 수 있으먀, 스테로이드 약물 복용으로도 발병할 수 있으며, 정확한 검사를 통해 수술이나 약물로 치료할 수 있습니다."
238,소화기 종양,"장기에는 다양한 종양이 생긴다. 소화기계로는 위암, 직장암, 간장암 등이 있다. 체표의 종양과 달리 병상이 진행된 후에 발견되는 경우가 많다. 치료방법으로는 수술로 제거하거나 방사선 요법이나 항암제, 면역요법 등도 시도해볼 수 있다. 조기발견이 중요해서 빨리 치료하면 나올 확률이 크다. 위암이나 간장암은 꽤 커진 후에야 발견되는 경우가 많은데, CT나 MRI 등 사람과 마찬가지로 영상진단이 보급됨에 따라 복강 내의 종양을 조기 발견할 확률이 늘고 있다."
